challenges	species	sample	library_prep	platform	run_acc	replicate	biosample	sizes	file_contents	file_type	file_acc	paired_acc	file_url	paired_url	file_s3_uri	paired_s3_uri
2	human	H1	CapTrap	PacBio	ENCSR319VGI	2	ENCBS872CFG		reads	fastq	ENCFF684YOO		https://www.encodeproject.org/files/ENCFF684YOO/@@download/ENCFF684YOO.fastq.gz		s3://encode-public/2021/08/29/5ef97dfa-2b35-47f1-8f7a-263230ffc659/ENCFF684YOO.fastq.gz	
2	human	H1	CapTrap	PacBio	ENCSR319VGI	2	ENCBS872CFG		subreads	bam	ENCFF247GLM		https://www.encodeproject.org/files/ENCFF247GLM/@@download/ENCFF247GLM.bam		s3://encode-public/2021/08/29/15c8e7ce-2d75-4dea-a158-f6e74bf62aad/ENCFF247GLM.bam	
2	human	H1	CapTrap	PacBio	ENCSR319VGI	3	ENCBS667PZC		reads	fastq	ENCFF339FMQ		https://www.encodeproject.org/files/ENCFF339FMQ/@@download/ENCFF339FMQ.fastq.gz		s3://encode-public/2021/08/29/4a85732d-a416-42c7-87cc-aad4141dd1f5/ENCFF339FMQ.fastq.gz	
2	human	H1	CapTrap	PacBio	ENCSR319VGI	3	ENCBS667PZC		subreads	bam	ENCFF471ANC		https://www.encodeproject.org/files/ENCFF471ANC/@@download/ENCFF471ANC.bam		s3://encode-public/2021/08/29/d6251abd-6953-42d3-a6ed-1f5610d21f0e/ENCFF471ANC.bam	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	1	ENCBS664DSZ		reads	fastq	ENCFF661WLV		https://www.encodeproject.org/files/ENCFF661WLV/@@download/ENCFF661WLV.fastq.gz		s3://encode-public/2021/09/16/a49a9380-47de-4634-a5e2-6bf6a0e064c6/ENCFF661WLV.fastq.gz	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	1	ENCBS664DSZ		nanopore_signal	tar	ENCFF841NHP		https://www.encodeproject.org/files/ENCFF841NHP/@@download/ENCFF841NHP.tar.gz		s3://encode-public/2021/09/15/e919daae-a3b0-4a24-8b59-7d83bec1ed27/ENCFF841NHP.tar.gz	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	2	ENCBS872CFG		reads	fastq	ENCFF089AMF		https://www.encodeproject.org/files/ENCFF089AMF/@@download/ENCFF089AMF.fastq.gz		s3://encode-public/2021/09/16/67cf879e-9977-4bb8-aaff-1a0bc630064f/ENCFF089AMF.fastq.gz	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	2	ENCBS872CFG		nanopore_signal	tar	ENCFF988IPM		https://www.encodeproject.org/files/ENCFF988IPM/@@download/ENCFF988IPM.tar.gz		s3://encode-public/2021/09/16/1fe15c5b-8215-4ae8-865f-f99ec2f90f54/ENCFF988IPM.tar.gz	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	3	ENCBS667PZC		reads	fastq	ENCFF085EVG		https://www.encodeproject.org/files/ENCFF085EVG/@@download/ENCFF085EVG.fastq.gz		s3://encode-public/2021/09/16/6552274e-6435-4b6d-b391-8debf7c83129/ENCFF085EVG.fastq.gz	
2	human	H1	CapTrap	ONT	ENCSR522NAJ	3	ENCBS667PZC		nanopore_signal	tar	ENCFF571RQW		https://www.encodeproject.org/files/ENCFF571RQW/@@download/ENCFF571RQW.tar.gz		s3://encode-public/2021/09/16/4f3f1c75-4ec0-4365-8f0e-d844c25c6323/ENCFF571RQW.tar.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	1	ENCBS664DSZ		reads	fastq	ENCFF207KVO		https://www.encodeproject.org/files/ENCFF207KVO/@@download/ENCFF207KVO.fastq.gz		s3://encode-public/2021/09/16/2daa1f64-cb95-41df-a910-48b4f81702cd/ENCFF207KVO.fastq.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	1	ENCBS664DSZ		nanopore_signal	tar	ENCFF415NBL		https://www.encodeproject.org/files/ENCFF415NBL/@@download/ENCFF415NBL.tar.gz		s3://encode-public/2021/09/16/0cf65762-06c8-4db2-80f1-902b34508147/ENCFF415NBL.tar.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	2	ENCBS872CFG		reads	fastq	ENCFF373LMV		https://www.encodeproject.org/files/ENCFF373LMV/@@download/ENCFF373LMV.fastq.gz		s3://encode-public/2021/09/16/8fcc151f-92fb-47f5-aab4-e0b1aefc5b5e/ENCFF373LMV.fastq.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	2	ENCBS872CFG		nanopore_signal	tar	ENCFF556RML		https://www.encodeproject.org/files/ENCFF556RML/@@download/ENCFF556RML.tar.gz		s3://encode-public/2021/09/16/f9e53101-433e-4c0e-a512-1f03995d2ef4/ENCFF556RML.tar.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	3	ENCBS667PZC		reads	fastq	ENCFF846RID		https://www.encodeproject.org/files/ENCFF846RID/@@download/ENCFF846RID.fastq.gz		s3://encode-public/2021/09/16/3e49bc5f-9c5b-43a7-828e-06b9175e5d0a/ENCFF846RID.fastq.gz	
2	human	H1	dRNA	ONT	ENCSR049AYR	3	ENCBS667PZC		nanopore_signal	tar	ENCFF329ERA		https://www.encodeproject.org/files/ENCFF329ERA/@@download/ENCFF329ERA.tar.gz		s3://encode-public/2021/09/16/5fcf5398-1e54-428b-bdbc-4fe392164649/ENCFF329ERA.tar.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	1	ENCBS664DSZ		reads	fasta	ENCFF142IYH		https://www.encodeproject.org/files/ENCFF142IYH/@@download/ENCFF142IYH.fasta.gz		s3://encode-public/2021/10/08/dfa15372-507e-4830-8861-45864462d8a6/ENCFF142IYH.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	1	ENCBS664DSZ		R2C2_subreads	fastq	ENCFF367JPM		https://www.encodeproject.org/files/ENCFF367JPM/@@download/ENCFF367JPM.fastq.gz		s3://encode-public/2021/10/08/c6964d18-ffee-492a-a500-ab34308aa6c1/ENCFF367JPM.fastq.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	2	ENCBS872CFG		reads	fasta	ENCFF121GFY		https://www.encodeproject.org/files/ENCFF121GFY/@@download/ENCFF121GFY.fasta.gz		s3://encode-public/2021/10/08/97cf4fd9-3d40-4700-ab78-230a4ddf6c73/ENCFF121GFY.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	2	ENCBS872CFG		R2C2_subreads	fastq	ENCFF095SQG		https://www.encodeproject.org/files/ENCFF095SQG/@@download/ENCFF095SQG.fastq.gz		s3://encode-public/2021/10/08/68decfdf-14a4-4416-af4f-b397c5bcd8a2/ENCFF095SQG.fastq.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	3	ENCBS667PZC		reads	fasta	ENCFF878WTP		https://www.encodeproject.org/files/ENCFF878WTP/@@download/ENCFF878WTP.fasta.gz		s3://encode-public/2021/10/08/32370b80-f1b5-47c5-b852-f221341d731a/ENCFF878WTP.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR254DEM	3	ENCBS667PZC		R2C2_subreads	fastq	ENCFF531FUR		https://www.encodeproject.org/files/ENCFF531FUR/@@download/ENCFF531FUR.fastq.gz		s3://encode-public/2021/10/08/38f581f5-c55f-4de5-915b-c384fc653633/ENCFF531FUR.fastq.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	1	ENCBS664DSZ	2000-10000	reads	fasta	ENCFF776SFO		https://www.encodeproject.org/files/ENCFF776SFO/@@download/ENCFF776SFO.fasta.gz		s3://encode-public/2021/10/12/8db7bdb5-3dc8-433a-b5b2-17910b268557/ENCFF776SFO.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	1	ENCBS664DSZ	2000-10000	R2C2_subreads	fastq	ENCFF337GCH		https://www.encodeproject.org/files/ENCFF337GCH/@@download/ENCFF337GCH.fastq.gz		s3://encode-public/2021/10/12/2917cda1-3ae7-4b0b-82f0-21b32474ebbd/ENCFF337GCH.fastq.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	2	ENCBS872CFG	2000-10000	reads	fasta	ENCFF561YYK		https://www.encodeproject.org/files/ENCFF561YYK/@@download/ENCFF561YYK.fasta.gz		s3://encode-public/2021/10/12/7e810773-22f8-4aff-842c-d3a1b4012fdb/ENCFF561YYK.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	2	ENCBS872CFG	2000-10000	R2C2_subreads	fastq	ENCFF243MUU		https://www.encodeproject.org/files/ENCFF243MUU/@@download/ENCFF243MUU.fastq.gz		s3://encode-public/2021/10/12/598495fb-512f-421f-a14e-42411b29a745/ENCFF243MUU.fastq.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	3	ENCBS667PZC	2000-10000	reads	fasta	ENCFF750QSC		https://www.encodeproject.org/files/ENCFF750QSC/@@download/ENCFF750QSC.fasta.gz		s3://encode-public/2021/10/12/3a747ed4-480a-4329-8aa0-20dfee9232ae/ENCFF750QSC.fasta.gz	
2	human	H1	R2C2	ONT	ENCSR339KRF	3	ENCBS667PZC	2000-10000	R2C2_subreads	fastq	ENCFF387KPE		https://www.encodeproject.org/files/ENCFF387KPE/@@download/ENCFF387KPE.fastq.gz		s3://encode-public/2021/10/12/d62f2d85-92cf-4678-bfa9-989a5a84d442/ENCFF387KPE.fastq.gz	
2	human	H1	cDNA	Illumina	ENCSR588EJX	1	ENCBS664DSZ		reads	fastq	ENCFF892WVN	ENCFF481BLH	https://www.encodeproject.org/files/ENCFF892WVN/@@download/ENCFF892WVN.fastq.gz	https://www.encodeproject.org/files/ENCFF481BLH/@@download/ENCFF481BLH.fastq.gz	s3://encode-public/2021/04/02/3b996145-6b55-4303-9e6d-08a27f08a06e/ENCFF892WVN.fastq.gz	s3://encode-public/2021/04/02/5740ced7-9bac-4c07-9d34-bd6fe0eff233/ENCFF481BLH.fastq.gz
2	human	H1	cDNA	Illumina	ENCSR588EJX	2	ENCBS872CFG		reads	fastq	ENCFF980IUG	ENCFF545DTW	https://www.encodeproject.org/files/ENCFF980IUG/@@download/ENCFF980IUG.fastq.gz	https://www.encodeproject.org/files/ENCFF545DTW/@@download/ENCFF545DTW.fastq.gz	s3://encode-public/2021/04/02/acb4ff47-5b75-4a8a-aef3-3b2ed6d228e3/ENCFF980IUG.fastq.gz	s3://encode-public/2021/04/02/c881e350-ffef-4953-8959-06c16307694a/ENCFF545DTW.fastq.gz
2	human	H1	cDNA	Illumina	ENCSR588EJX	3	ENCBS667PZC		reads	fastq	ENCFF092JRM	ENCFF441VMT	https://www.encodeproject.org/files/ENCFF092JRM/@@download/ENCFF092JRM.fastq.gz	https://www.encodeproject.org/files/ENCFF441VMT/@@download/ENCFF441VMT.fastq.gz	s3://encode-public/2021/04/02/8ac8f73c-04f1-469e-9a4e-57ae304be6f4/ENCFF092JRM.fastq.gz	s3://encode-public/2021/04/02/0835b306-262e-405a-827b-57b18aa87aba/ENCFF441VMT.fastq.gz
2	human	H1	cDNA	PacBio	ENCSR271KEJ	1	ENCBS664DSZ		reads	fastq	ENCFF853OFP		https://www.encodeproject.org/files/ENCFF853OFP/@@download/ENCFF853OFP.fastq.gz		s3://encode-public/2021/08/29/f29df669-4d40-4588-ba34-d7ad3fd06d94/ENCFF853OFP.fastq.gz	
2	human	H1	cDNA	PacBio	ENCSR271KEJ	1	ENCBS664DSZ		subreads	bam	ENCFF047IVP		https://www.encodeproject.org/files/ENCFF047IVP/@@download/ENCFF047IVP.bam		s3://encode-public/2021/08/29/1fb9220b-1e40-45e5-b2aa-38babf2022bf/ENCFF047IVP.bam	
2	human	H1	cDNA	PacBio	ENCSR271KEJ	2	ENCBS872CFG		reads	fastq	ENCFF400BQQ		https://www.encodeproject.org/files/ENCFF400BQQ/@@download/ENCFF400BQQ.fastq.gz		s3://encode-public/2021/08/29/739ddbfc-1777-47f9-8cfb-04990b300c6a/ENCFF400BQQ.fastq.gz	
2	human	H1	cDNA	PacBio	ENCSR271KEJ	2	ENCBS872CFG		subreads	bam	ENCFF218LEO		https://www.encodeproject.org/files/ENCFF218LEO/@@download/ENCFF218LEO.bam		s3://encode-public/2021/08/29/92bb13dd-6a3e-48b9-b706-ad827f62af95/ENCFF218LEO.bam	
2	human	H1	cDNA	PacBio	ENCSR271KEJ	3	ENCBS667PZC		reads	fastq	ENCFF436GKZ		https://www.encodeproject.org/files/ENCFF436GKZ/@@download/ENCFF436GKZ.fastq.gz		s3://encode-public/2021/08/29/7299f57b-7141-410e-b95d-50d367433197/ENCFF436GKZ.fastq.gz	
2	human	H1	cDNA	PacBio	ENCSR271KEJ	3	ENCBS667PZC		subreads	bam	ENCFF253NIN		https://www.encodeproject.org/files/ENCFF253NIN/@@download/ENCFF253NIN.bam		s3://encode-public/2021/08/29/f5ed29c1-7b6c-4947-8995-104864869ed5/ENCFF253NIN.bam	
2	human	H1	cDNA	ONT	ENCSR016IKV	1	ENCBS664DSZ	600-5000	reads	fastq	ENCFF326IBB		https://www.encodeproject.org/files/ENCFF326IBB/@@download/ENCFF326IBB.fastq.gz		s3://encode-public/2021/08/28/ace414ce-90ac-4e47-a1e1-bb8d03c3a53b/ENCFF326IBB.fastq.gz	
2	human	H1	cDNA	ONT	ENCSR016IKV	1	ENCBS664DSZ	600-5000	nanopore_signal	tar	ENCFF273YSV		https://www.encodeproject.org/files/ENCFF273YSV/@@download/ENCFF273YSV.tar.gz		s3://encode-public/2021/08/26/af17d18a-5993-4f02-bad5-5421011c0c9e/ENCFF273YSV.tar.gz	
2	human	H1	cDNA	ONT	ENCSR016IKV	2	ENCBS872CFG	600-5000	reads	fastq	ENCFF714YOZ		https://www.encodeproject.org/files/ENCFF714YOZ/@@download/ENCFF714YOZ.fastq.gz		s3://encode-public/2021/08/28/32a7e519-4c67-4f52-8139-c3269b642dc6/ENCFF714YOZ.fastq.gz	
2	human	H1	cDNA	ONT	ENCSR016IKV	2	ENCBS872CFG	600-5000	nanopore_signal	tar	ENCFF496LCG		https://www.encodeproject.org/files/ENCFF496LCG/@@download/ENCFF496LCG.tar.gz		s3://encode-public/2021/08/26/a03efd90-d09d-414b-a4f3-db622186be23/ENCFF496LCG.tar.gz	
2	human	H1	cDNA	ONT	ENCSR016IKV	3	ENCBS667PZC	600-5000	reads	fastq	ENCFF955CIA		https://www.encodeproject.org/files/ENCFF955CIA/@@download/ENCFF955CIA.fastq.gz		s3://encode-public/2021/08/28/190959ca-ecf0-47d5-aa8a-102eda22bd01/ENCFF955CIA.fastq.gz	
2	human	H1	cDNA	ONT	ENCSR016IKV	3	ENCBS667PZC	600-5000	nanopore_signal	tar	ENCFF749ORQ		https://www.encodeproject.org/files/ENCFF749ORQ/@@download/ENCFF749ORQ.tar.gz		s3://encode-public/2021/08/27/8e2d1bd2-d8a0-4d32-8012-4934ddc62e55/ENCFF749ORQ.tar.gz	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	1	ENCBS464AKI		reads	fastq	ENCFF054KCY		https://www.encodeproject.org/files/ENCFF054KCY/@@download/ENCFF054KCY.fastq.gz		s3://encode-public/2021/08/30/b0cd2874-8ecf-49a9-bc1c-90f62bc9e403/ENCFF054KCY.fastq.gz	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	1	ENCBS464AKI		subreads	bam	ENCFF772AJK		https://www.encodeproject.org/files/ENCFF772AJK/@@download/ENCFF772AJK.bam		s3://encode-public/2021/08/29/32a492aa-ac73-4fc4-a4be-4ada8b72d1f9/ENCFF772AJK.bam	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	2	ENCBS012DYC		reads	fastq	ENCFF761BFK		https://www.encodeproject.org/files/ENCFF761BFK/@@download/ENCFF761BFK.fastq.gz		s3://encode-public/2021/08/30/f2666e92-a9c2-43d1-9ecb-2683b4f47cfb/ENCFF761BFK.fastq.gz	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	2	ENCBS012DYC		subreads	bam	ENCFF939OZC		https://www.encodeproject.org/files/ENCFF939OZC/@@download/ENCFF939OZC.bam		s3://encode-public/2021/08/30/5089fc23-26db-4c9e-a1b7-30b3cfc0efde/ENCFF939OZC.bam	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	3	ENCBS971DDS		reads	fastq	ENCFF296KQK		https://www.encodeproject.org/files/ENCFF296KQK/@@download/ENCFF296KQK.fastq.gz		s3://encode-public/2021/08/30/e8aa1130-ca7e-4e76-a4c4-10bdfe6a58d1/ENCFF296KQK.fastq.gz	
2	human	endodermal	CapTrap	PacBio	ENCSR972ABM	3	ENCBS971DDS		subreads	bam	ENCFF814OQN		https://www.encodeproject.org/files/ENCFF814OQN/@@download/ENCFF814OQN.bam		s3://encode-public/2021/08/30/02e0a3ca-3ec8-49ba-b5d8-105166a88dee/ENCFF814OQN.bam	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	1	ENCBS464AKI		reads	fastq	ENCFF626JLU		https://www.encodeproject.org/files/ENCFF626JLU/@@download/ENCFF626JLU.fastq.gz		s3://encode-public/2021/09/16/7363341a-63ee-4af5-91f7-82c275ed21ff/ENCFF626JLU.fastq.gz	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	1	ENCBS464AKI		nanopore_signal	tar	ENCFF725RKD		https://www.encodeproject.org/files/ENCFF725RKD/@@download/ENCFF725RKD.tar.gz		s3://encode-public/2021/09/15/bbfa07f6-dc32-4d51-b0c7-7fa02a3e5cac/ENCFF725RKD.tar.gz	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	2	ENCBS012DYC		reads	fastq	ENCFF933LQH		https://www.encodeproject.org/files/ENCFF933LQH/@@download/ENCFF933LQH.fastq.gz		s3://encode-public/2021/09/16/c18e6d97-5b4c-4c29-8dd3-4088b4a08ef3/ENCFF933LQH.fastq.gz	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	2	ENCBS012DYC		nanopore_signal	tar	ENCFF094UMT		https://www.encodeproject.org/files/ENCFF094UMT/@@download/ENCFF094UMT.tar.gz		s3://encode-public/2021/09/15/8bbdb596-18a6-4c46-bde6-9ebab0417cb0/ENCFF094UMT.tar.gz	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	3	ENCBS971DDS		reads	fastq	ENCFF430MWW		https://www.encodeproject.org/files/ENCFF430MWW/@@download/ENCFF430MWW.fastq.gz		s3://encode-public/2021/09/16/a5dea747-8b14-4fc5-a077-b90d1108056a/ENCFF430MWW.fastq.gz	
2	human	endodermal	CapTrap	ONT	ENCSR543ORO	3	ENCBS971DDS		nanopore_signal	tar	ENCFF083YSL		https://www.encodeproject.org/files/ENCFF083YSL/@@download/ENCFF083YSL.tar.gz		s3://encode-public/2021/09/15/28242d1d-dbd9-4b3a-baf3-1acd526e248d/ENCFF083YSL.tar.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	1	ENCBS464AKI		reads	fastq	ENCFF965CGM		https://www.encodeproject.org/files/ENCFF965CGM/@@download/ENCFF965CGM.fastq.gz		s3://encode-public/2021/09/16/0cbeaf97-726f-4f10-adde-0e8b3cf91c11/ENCFF965CGM.fastq.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	1	ENCBS464AKI		nanopore_signal	tar	ENCFF199USF		https://www.encodeproject.org/files/ENCFF199USF/@@download/ENCFF199USF.tar.gz		s3://encode-public/2021/09/16/292ac500-0d6f-48d4-8377-3f66311d2f45/ENCFF199USF.tar.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	2	ENCBS012DYC		reads	fastq	ENCFF008HMY		https://www.encodeproject.org/files/ENCFF008HMY/@@download/ENCFF008HMY.fastq.gz		s3://encode-public/2021/09/16/4720cbe0-c399-4680-842c-5988705e2be6/ENCFF008HMY.fastq.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	2	ENCBS012DYC		nanopore_signal	tar	ENCFF760CAB		https://www.encodeproject.org/files/ENCFF760CAB/@@download/ENCFF760CAB.tar.gz		s3://encode-public/2021/09/16/08256c39-c211-4c48-9c7d-c96abfa9fd34/ENCFF760CAB.tar.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	3	ENCBS971DDS		reads	fastq	ENCFF937WUA		https://www.encodeproject.org/files/ENCFF937WUA/@@download/ENCFF937WUA.fastq.gz		s3://encode-public/2021/09/16/f8d8fbc0-510b-4c17-95f8-2709f0f505c7/ENCFF937WUA.fastq.gz	
2	human	endodermal	dRNA	ONT	ENCSR758ABF	3	ENCBS971DDS		nanopore_signal	tar	ENCFF248HSJ		https://www.encodeproject.org/files/ENCFF248HSJ/@@download/ENCFF248HSJ.tar.gz		s3://encode-public/2021/09/16/b8497098-8a8d-4b2f-aba6-7a4451f3059f/ENCFF248HSJ.tar.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	1	ENCBS464AKI	2000-10000	reads	fasta	ENCFF736LFA		https://www.encodeproject.org/files/ENCFF736LFA/@@download/ENCFF736LFA.fasta.gz		s3://encode-public/2021/10/12/2b5d0849-bc6a-4406-8ae0-155c2c25f73f/ENCFF736LFA.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	1	ENCBS464AKI	2000-10000	R2C2_subreads	fastq	ENCFF605OXP		https://www.encodeproject.org/files/ENCFF605OXP/@@download/ENCFF605OXP.fastq.gz		s3://encode-public/2021/10/12/57cb3792-bee8-4d2b-b3ac-649e39573386/ENCFF605OXP.fastq.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	2	ENCBS012DYC	2000-10000	reads	fasta	ENCFF216EPA		https://www.encodeproject.org/files/ENCFF216EPA/@@download/ENCFF216EPA.fasta.gz		s3://encode-public/2021/10/12/9c7ddb35-44db-4295-83b4-895639f98251/ENCFF216EPA.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	2	ENCBS012DYC	2000-10000	R2C2_subreads	fastq	ENCFF988MFC		https://www.encodeproject.org/files/ENCFF988MFC/@@download/ENCFF988MFC.fastq.gz		s3://encode-public/2021/10/12/486211f9-5a22-4b54-a045-4d6d4a51ae09/ENCFF988MFC.fastq.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	3	ENCBS971DDS	2000-10000	reads	fasta	ENCFF143JBA		https://www.encodeproject.org/files/ENCFF143JBA/@@download/ENCFF143JBA.fasta.gz		s3://encode-public/2021/10/12/4cba8551-8d9c-4272-97e2-a1963677888b/ENCFF143JBA.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR874XXM	3	ENCBS971DDS	2000-10000	R2C2_subreads	fastq	ENCFF498ZHI		https://www.encodeproject.org/files/ENCFF498ZHI/@@download/ENCFF498ZHI.fastq.gz		s3://encode-public/2021/10/12/ee296bda-1eef-4fc6-ad8e-ff1a0240e464/ENCFF498ZHI.fastq.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	1	ENCBS464AKI		reads	fasta	ENCFF724JLB		https://www.encodeproject.org/files/ENCFF724JLB/@@download/ENCFF724JLB.fasta.gz		s3://encode-public/2021/10/08/94c54783-9523-40bc-98b2-f4e36f6cc41f/ENCFF724JLB.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	1	ENCBS464AKI		R2C2_subreads	fastq	ENCFF930WML		https://www.encodeproject.org/files/ENCFF930WML/@@download/ENCFF930WML.fastq.gz		s3://encode-public/2021/10/08/699c8547-6dc8-4e6f-8c9f-ad4558098059/ENCFF930WML.fastq.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	2	ENCBS012DYC		reads	fasta	ENCFF818YZR		https://www.encodeproject.org/files/ENCFF818YZR/@@download/ENCFF818YZR.fasta.gz		s3://encode-public/2021/10/08/62209b34-0b90-4eaf-b985-6719503c42fe/ENCFF818YZR.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	2	ENCBS012DYC		R2C2_subreads	fastq	ENCFF083OEF		https://www.encodeproject.org/files/ENCFF083OEF/@@download/ENCFF083OEF.fastq.gz		s3://encode-public/2021/10/08/3f66cfed-e697-43f8-a822-92034abc79ad/ENCFF083OEF.fastq.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	3	ENCBS971DDS		reads	fasta	ENCFF884GOA		https://www.encodeproject.org/files/ENCFF884GOA/@@download/ENCFF884GOA.fasta.gz		s3://encode-public/2021/10/08/ace70d98-f78b-4b6d-9e50-c659643f3f74/ENCFF884GOA.fasta.gz	
2	human	endodermal	R2C2	ONT	ENCSR909KUO	3	ENCBS971DDS		R2C2_subreads	fastq	ENCFF887KHY		https://www.encodeproject.org/files/ENCFF887KHY/@@download/ENCFF887KHY.fastq.gz		s3://encode-public/2021/10/08/99a8682d-fb1c-45bd-8c05-aeabf1746a11/ENCFF887KHY.fastq.gz	
2	human	endodermal	cDNA	Illumina	ENCSR266XAJ	1	ENCBS464AKI		reads	fastq	ENCFF783SRR	ENCFF451LZF	https://www.encodeproject.org/files/ENCFF783SRR/@@download/ENCFF783SRR.fastq.gz	https://www.encodeproject.org/files/ENCFF451LZF/@@download/ENCFF451LZF.fastq.gz	s3://encode-public/2021/04/02/ce5022c0-9888-447e-8fa3-b348f2541ee8/ENCFF783SRR.fastq.gz	s3://encode-public/2021/04/02/65355623-774d-4993-88b9-f59268b16c46/ENCFF451LZF.fastq.gz
2	human	endodermal	cDNA	Illumina	ENCSR266XAJ	2	ENCBS012DYC		reads	fastq	ENCFF498FDF	ENCFF181VTP	https://www.encodeproject.org/files/ENCFF498FDF/@@download/ENCFF498FDF.fastq.gz	https://www.encodeproject.org/files/ENCFF181VTP/@@download/ENCFF181VTP.fastq.gz	s3://encode-public/2021/04/02/42f24ba8-ecf1-463b-834e-72ebadf3bda0/ENCFF498FDF.fastq.gz	s3://encode-public/2021/04/02/0a73c138-cac0-4cad-ba8a-fcb60bec3ba7/ENCFF181VTP.fastq.gz
2	human	endodermal	cDNA	Illumina	ENCSR266XAJ	3	ENCBS971DDS		reads	fastq	ENCFF962ARN	ENCFF767RMY	https://www.encodeproject.org/files/ENCFF962ARN/@@download/ENCFF962ARN.fastq.gz	https://www.encodeproject.org/files/ENCFF767RMY/@@download/ENCFF767RMY.fastq.gz	s3://encode-public/2021/04/02/cbfc1ba7-841b-4981-8e3a-3cb967a17e6a/ENCFF962ARN.fastq.gz	s3://encode-public/2021/04/02/c55a9174-776c-473d-9cbe-53de8e3b9000/ENCFF767RMY.fastq.gz
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	1	ENCBS464AKI		reads	fastq	ENCFF712CBL		https://www.encodeproject.org/files/ENCFF712CBL/@@download/ENCFF712CBL.fastq.gz		s3://encode-public/2021/08/29/3c872e7a-3d4a-4a7c-a05c-b4a9812084a5/ENCFF712CBL.fastq.gz	
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	1	ENCBS464AKI		subreads	bam	ENCFF754EPN		https://www.encodeproject.org/files/ENCFF754EPN/@@download/ENCFF754EPN.bam		s3://encode-public/2021/08/29/3c62da75-81fc-48ae-bfe7-4c5776bfc737/ENCFF754EPN.bam	
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	2	ENCBS012DYC		reads	fastq	ENCFF731HST		https://www.encodeproject.org/files/ENCFF731HST/@@download/ENCFF731HST.fastq.gz		s3://encode-public/2021/08/29/26bfc17a-0762-498a-b1dd-e0f0bfc457a0/ENCFF731HST.fastq.gz	
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	2	ENCBS012DYC		subreads	bam	ENCFF941WAF		https://www.encodeproject.org/files/ENCFF941WAF/@@download/ENCFF941WAF.bam		s3://encode-public/2021/08/29/e374bd61-ca93-410b-8a3a-f4d9bd517db8/ENCFF941WAF.bam	
